39, Male, White, Bachelors, Never-married, United-States, State-gov, Adm-clerical, <=50K
57, Female, White, Bachelors, Divorced, United-States, Private, Exec-managerial, >50K
39, Female, White, HS-grad, Divorced, United-States, Private, Sales, <=50K
26, Female, White, Some-college, Never-married, United-States, Federal-gov, Adm-clerical, <=50K
17, Male, White, 11th, Never-married, United-States, Private, Other-service, <=50K
40, Male, White, Assoc-voc, Married-civ-spouse, United-States, State-gov, Machine-op-inspct, >50K
45, Male, Black, HS-grad, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
44, Male, Black, HS-grad, Never-married, United-States, Private, Craft-repair, <=50K
20, Female, White, Some-college, Never-married, United-States, Local-gov, Adm-clerical, <=50K
33, Female, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
23, Male, White, Some-college, Never-married, United-States, Private, Sales, <=50K
46, Male, White, Masters, Divorced, United-States, Self-emp-not-inc, Exec-managerial, <=50K
38, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Sales, <=50K
54, Male, White, HS-grad, Divorced, United-States, Private, Transport-moving, <=50K
46, Female, White, 5th-6th, Divorced, United-States, Private, Craft-repair, <=50K
25, Male, White, Some-college, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
46, Female, White, Some-college, Divorced, United-States, Private, Sales, <=50K
36, Female, White, Some-college, Married-civ-spouse, United-States, Local-gov, Transport-moving, <=50K
23, Female, White, HS-grad, Never-married, United-States, Private, Other-service, <=50K
29, Male, White, HS-grad, Separated, United-States, Private, Machine-op-inspct, <=50K
44, Female, White, Some-college, Married-civ-spouse, United-States, Private, Adm-clerical, >50K
19, Female, White, Some-college, Never-married, United-States, Private, Adm-clerical, <=50K
19, Female, White, HS-grad, Never-married, United-States, Private, Other-service, <=50K
35, Female, White, HS-grad, Married-civ-spouse, United-States, Private, Other-service, >50K
27, Male, White, Bachelors, Never-married, United-States, Private, Craft-repair, <=50K
46, Male, White, Assoc-acdm, Separated, United-States, Self-emp-not-inc, Craft-repair, <=50K
34, Female, White, HS-grad, Never-married, United-States, Private, Other-service, <=50K
44, Male, White, Some-college, Married-civ-spouse, United-States, Private, Tech-support, <=50K
45, Female, White, Some-college, Divorced, United-States, Private, Handlers-cleaners, <=50K
25, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
52, Male, White, Bachelors, Married-civ-spouse, United-States, Self-emp-inc, Exec-managerial, >50K
20, Male, White, Some-college, Never-married, United-States, Private, Handlers-cleaners, <=50K
28, Female, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
50, Male, White, Bachelors, Married-civ-spouse, United-States, State-gov, Protective-serv, >50K
34, Female, White, Assoc-voc, Divorced, United-States, Private, Tech-support, <=50K
28, Male, Other, 7th-8th, Married-civ-spouse, Puerto-Rico, Private, Handlers-cleaners, <=50K
41, Male, White, Masters, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
28, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Adm-clerical, <=50K
46, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-not-inc, Craft-repair, <=50K
32, Male, White, Some-college, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
41, Female, Black, Some-college, Divorced, United-States, Local-gov, Other-service, <=50K
24, Female, Black, HS-grad, Never-married, United-States, Private, Handlers-cleaners, <=50K
33, Female, White, Some-college, Divorced, United-States, Private, Exec-managerial, <=50K
46, Male, White, Doctorate, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
31, Male, White, Some-college, Married-civ-spouse, United-States, State-gov, Machine-op-inspct, <=50K
35, Male, White, 12th, Divorced, United-States, Private, Craft-repair, >50K
52, Male, White, 1st-4th, Married-civ-spouse, Mexico, Private, Machine-op-inspct, <=50K
30, Female, White, 11th, Never-married, United-States, Private, Other-service, <=50K
34, Male, Black, 11th, Separated, United-States, Local-gov, Machine-op-inspct, <=50K
34, Female, White, HS-grad, Divorced, United-States, State-gov, Transport-moving, <=50K
20, Male, White, Some-college, Married-civ-spouse, United-States, Private, Sales, <=50K
17, Male, White, 11th, Never-married, United-States, Private, Handlers-cleaners, <=50K
32, Female, White, Bachelors, Married-civ-spouse, United-States, State-gov, Exec-managerial, >50K
29, Male, White, HS-grad, Divorced, United-States, Private, Farming-fishing, <=50K
33, Female, White, 10th, Never-married, United-States, Private, Craft-repair, <=50K
25, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
36, Male, White, Masters, Never-married, United-States, Federal-gov, Prof-specialty, <=50K
23, Male, White, HS-grad, Never-married, Dominican-Republic, Private, Handlers-cleaners, <=50K
63, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-inc, Exec-managerial, >50K
47, Male, White, Masters, Married-civ-spouse, United-States, Local-gov, Prof-specialty, <=50K
40, Female, White, Bachelors, Married-spouse-absent, United-States, Self-emp-not-inc, Prof-specialty, <=50K
30, Female, White, Assoc-acdm, Married-civ-spouse, United-States, Private, Other-service, >50K
27, Male, Asian-Pac-Islander, Some-college, Never-married, Philippines, Private, Craft-repair, <=50K
33, Male, White, Masters, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
34, Male, Black, HS-grad, Never-married, United-States, Local-gov, Farming-fishing, <=50K
34, Female, White, Some-college, Never-married, United-States, Local-gov, Protective-serv, <=50K
23, Male, White, Some-college, Married-civ-spouse, United-States, Private, Adm-clerical, <=50K
42, Female, White, Some-college, Married-civ-spouse, United-States, Local-gov, Adm-clerical, <=50K
29, Male, White, Bachelors, Never-married, United-States, Private, Prof-specialty, <=50K
45, Female, White, HS-grad, Divorced, United-States, Private, Adm-clerical, <=50K
24, Male, White, HS-grad, Never-married, United-States, Federal-gov, Armed-Forces, <=50K
44, Male, White, Some-college, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
27, Male, White, 9th, Never-married, Mexico, Private, Craft-repair, <=50K
20, Male, White, Some-college, Never-married, United-States, Private, Sales, <=50K
44, Female, Black, HS-grad, Widowed, United-States, Private, Exec-managerial, <=50K
51, Male, Amer-Indian-Eskimo, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
20, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
19, Female, Black, HS-grad, Never-married, United-States, Private, Machine-op-inspct, <=50K
45, Male, White, Some-college, Married-civ-spouse, United-States, Self-emp-inc, Craft-repair, >50K
60, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, >50K
44, Female, White, HS-grad, Married-civ-spouse, United-States, Self-emp-not-inc, Sales, >50K
40, Male, Asian-Pac-Islander, Assoc-voc, Married-civ-spouse, United-States, Private, Machine-op-inspct, >50K
30, Female, White, HS-grad, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
38, Male, Black, Some-college, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
23, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
44, Male, White, Assoc-acdm, Never-married, United-States, Private, Farming-fishing, <=50K
54, Male, Black, HS-grad, Married-civ-spouse, United-States, Local-gov, Transport-moving, <=50K
32, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, <=50K
50, Male, White, 1st-4th, Married-spouse-absent, United-States, Private, Craft-repair, <=50K
24, Female, White, Bachelors, Never-married, United-States, Private, Tech-support, <=50K
37, Female, White, HS-grad, Married-civ-spouse, United-States, Private, Adm-clerical, <=50K
52, Male, White, HS-grad, Divorced, United-States, Private, Transport-moving, <=50K
38, Male, White, Some-college, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
49, Male, White, Masters, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
30, Female, White, Bachelors, Married-civ-spouse, United-States, Private, Tech-support, >50K
60, Male, White, Some-college, Never-married, United-States, Private, Prof-specialty, >50K
35, Male, White, HS-grad, Never-married, United-States, Private, Craft-repair, <=50K
30, Male, White, HS-grad, Never-married, United-States, Private, Transport-moving, <=50K
67, Female, White, Assoc-voc, Divorced, United-States, Private, Other-service, <=50K
46, Female, White, Bachelors, Never-married, United-States, Private, Craft-repair, <=50K
17, Male, White, 9th, Never-married, United-States, Private, Other-service, <=50K
22, Male, White, Some-college, Never-married, United-States, Private, Handlers-cleaners, <=50K
27, Male, White, 10th, Never-married, United-States, Private, Other-service, <=50K
23, Female, White, HS-grad, Never-married, United-States, Private, Other-service, <=50K
33, Male, White, Assoc-acdm, Married-civ-spouse, Portugal, Private, Craft-repair, <=50K
43, Male, White, Some-college, Married-civ-spouse, United-States, Self-emp-not-inc, Craft-repair, <=50K
28, Male, White, Bachelors, Never-married, United-States, State-gov, Prof-specialty, <=50K
41, Female, White, HS-grad, Married-spouse-absent, United-States, Private, Craft-repair, <=50K
25, Female, Black, Some-college, Married-spouse-absent, United-States, Private, Adm-clerical, <=50K
59, Male, White, HS-grad, Married-civ-spouse, United-States, Local-gov, Transport-moving, <=50K
45, Female, White, Bachelors, Divorced, United-States, Local-gov, Prof-specialty, <=50K
38, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Sales, >50K
40, Female, White, HS-grad, Never-married, United-States, Private, Other-service, <=50K
46, Male, White, HS-grad, Divorced, United-States, Federal-gov, Adm-clerical, <=50K
35, Female, White, Assoc-acdm, Never-married, United-States, Private, Exec-managerial, <=50K
34, Female, White, HS-grad, Divorced, United-States, Private, Prof-specialty, <=50K
33, Male, White, Bachelors, Never-married, United-States, Private, Craft-repair, <=50K
41, Female, White, HS-grad, Divorced, United-States, Private, Adm-clerical, <=50K
20, Male, White, Some-college, Never-married, United-States, Private, Machine-op-inspct, <=50K
23, Male, White, 5th-6th, Never-married, El-Salvador, Private, Other-service, <=50K
26, Female, White, Some-college, Never-married, United-States, Private, Prof-specialty, <=50K
23, Male, White, HS-grad, Never-married, Poland, Local-gov, Farming-fishing, <=50K
62, Male, White, HS-grad, Married-civ-spouse, United-States, Local-gov, Transport-moving, <=50K
52, Male, White, Some-college, Married-civ-spouse, United-States, Private, Adm-clerical, <=50K
58, Female, White, Some-college, Divorced, France, Private, Other-service, <=50K
25, Female, White, Bachelors, Never-married, United-States, Private, Sales, <=50K
24, Male, Black, Bachelors, Never-married, United-States, Private, Exec-managerial, <=50K
19, Male, White, Some-college, Never-married, United-States, Private, Protective-serv, <=50K
43, Male, White, Some-college, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
47, Female, Black, HS-grad, Separated, United-States, Local-gov, Adm-clerical, <=50K
39, Female, White, HS-grad, Divorced, United-States, Private, Other-service, <=50K
49, Male, White, Assoc-voc, Married-spouse-absent, United-States, Private, Handlers-cleaners, <=50K
32, Male, White, Assoc-voc, Never-married, United-States, Private, Craft-repair, <=50K
34, Male, White, Some-college, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
28, Male, White, HS-grad, Divorced, United-States, Private, Craft-repair, <=50K
25, Female, Amer-Indian-Eskimo, Some-college, Never-married, United-States, Private, Adm-clerical, <=50K
34, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
38, Male, White, Bachelors, Married-civ-spouse, United-States, Self-emp-inc, Exec-managerial, >50K
50, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
24, Male, Black, Some-college, Divorced, United-States, Local-gov, Handlers-cleaners, <=50K
37, Male, White, Some-college, Married-civ-spouse, United-States, Local-gov, Tech-support, >50K
44, Male, White, Some-college, Divorced, United-States, Private, Machine-op-inspct, >50K
28, Female, White, Some-college, Married-civ-spouse, United-States, Private, Sales, <=50K
42, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
74, Female, White, Some-college, Divorced, United-States, Private, Adm-clerical, <=50K
38, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-not-inc, Craft-repair, <=50K
44, Male, White, Masters, Married-civ-spouse, United-States, Self-emp-not-inc, Prof-specialty, <=50K
44, Female, Other, 11th, Divorced, Puerto-Rico, Private, Machine-op-inspct, <=50K
26, Male, White, HS-grad, Never-married, United-States, Private, Machine-op-inspct, <=50K
36, Male, Black, HS-grad, Married-civ-spouse, United-States, Private, Other-service, <=50K
41, Female, White, Assoc-acdm, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
67, Male, White, Prof-school, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
